,recipe_name,cuisine,diet
2662,Special Nasi Goreng Kampung,Malaysian,Non-Vegetarian
2663,Simple Khopra Pak,Indian,Vegetarian
2664,Shunthi (ginger) tambuli,Indian,Vegetarian
2665,Simple Potato Stew,Indian,Vegetarian
2666,Raw Jackfruit (Kathal) Pickle,Indian,Vegetarian
2667,Santa Claus Milk,Continental,Festive
2668,Special Olan,Indian,Vegetarian
2669,Simla mirch raitha,Indian,Vegetarian
2670,Scrunchy Tricolour Salad,Asian,Vegetarian
2671,Sate,Sri-Lankan,Non-Vegetarian
2672,Shrimp with Noodles,Continental,Non-Vegetarian
2673,Shahi Gurda Gosht,Indian,Non-Vegetarian
2674,Special Paneer Capsicum Burji,Indian,Vegetarian
2675,Shrimp Noodle Soup with Vegetables,Chinese,Non-Vegetarian
2676,Roti upama,Indian,Vegetarian
2677,Rice Sweet,Indian,Vegetarian
2678,Simple Black Forest Cake,Continental,Festive
2679,Simple Kaththirikkai Kochchu,Indian,Kid-Friendly
2680,Roast Leg Of Lamb,Indian,Festive
2681,Rajma Masaledar,Indian,Kid-Friendly
2682,Raw Banana Fry,Indian,Vegetarian
2683,Soya Kebabs,Indian,Vegetarian
2684,Sizzling Stuffed Capsicum,Indian,Vegetarian
2685,Sapota Rasayan,Indian,Festive
2686,Shrimp with coconut milk,Indian,Non-Vegetarian
2687,Shrimp and Potato Fry,Continental,Non-Vegetarian
2688,Ragi pindi boorelu (Sweet with nachini flour),Indian,Kid-Friendly
2689,Sarse diye Dimer Paturi,Indian,Non-Vegetarian
2690,Siam Ke Chaawal,Indian,Non-Vegetarian
2691,Special Paneer Stuffed Tomatoes,American,Vegetarian
2692,South Indian Mysore Pak,Indian,Kid-Friendly
2693,Special Paneer Korma,Indian,Festive
2694,Sizzling Palak Paneer,Indian,Vegetarian
2695,Santula Oriyagharna,Indian,Vegetarian
2696,Simple Ginger Tea,Indian,Vegetarian
2697,Sabudana Cutlets,Indian,Festive
2698,Siru payiru kootu,Indian,Vegetarian
2699,Seyal Bread,Indian,Vegetarian
2700,Somtam,Thai,Festive
2701,Saffron risotto,Indian,Vegetarian
2702,Sookhi Moong Ki Dal,Indian,Vegetarian
2703,Shrimp Noodle Soup,Chinese,Non-Vegetarian
2704,Salad sandwich,Indian,Kid-Friendly
2705,Shahi Rogan Josh,Indian,Non-Vegetarian
2706,Red Bean Burrito,Indian,Vegetarian
2707,Shrimps in Coconut,Indian,Non-Vegetarian
2708,Roti Roll with Tomato Twist,Indian,Kid-Friendly
2709,Rawa kesari with cherry toppings,Indian,Vegetarian
2710,Simple and Easy Rajma,Indian,Festive
2711,Special Prawn Curry,Indian,Non-Vegetarian
2712,Simple tea,Indian,Vegetarian
2713,Simple Bread Upma,Indian,Vegetarian
2714,Raw Jackfruit Eguru,Mediterranean,Non-Vegetarian
2715,Simple Jeera Chicken,Indian,Non-Vegetarian
2716,Simple Fish Fillet Fry,Indian,Non-Vegetarian
2717,Spaghetti Bolognaise,Italian,Kid-Friendly
2718,Simple Aloo Curry,Indian,Vegetarian
2719,Simple n plain chicken and potato roast,Anglo-Indian,Non-Vegetarian
2720,Red Pepper Pickle,Continental,Non-Vegetarian
2721,Spaghetti with tomato and spinach cream sauce,Indian,Non-Vegetarian
2722,Spaghetti Based Salad,Italian,Vegetarian
2723,Sizzling Sweet Bread,Continental,Kid-Friendly
2724,Rava Laddoo,Indian,Vegetarian
2725,Red Bean Soup,Indian,Non-Vegetarian
2726,Simple Bread Pudding,Indian,Kid-Friendly
2727,Shrimp Cutlet,Indian,Non-Vegetarian
2728,Sausage Rolls,Indian,Non-Vegetarian
2729,Simple Chakkara Pongal,Indian,Kid-Friendly
2730,Rice Payasam,Indian,Vegetarian
2731,Sarvapindi,Indian,Kid-Friendly
2732,Sizzling Tandoori Chicken,Indian,Festive
2733,Soorana Chi Koshimbir (Spiced Yam),Indian,Vegetarian
2734,Simple Roast Leg of Lamb,Indian,Non-Vegetarian
2735,Rum Chicken,Indian,Non-Vegetarian
2736,Simple Pakistani Style Fish curry,Pakistani,Non-Vegetarian
2737,Sookhe Mutton Chops (Maharashtrian Style),Indian,Non-Vegetarian
2738,Smoked chicken,Italian,Non-Vegetarian
2739,Special Paal (Milk) Payasam,Indian,Kid-Friendly
2740,Scrambled eggs and noodles,Chinese,Non-Vegetarian
2741,Special Masala Arvi,Indian,Vegetarian
2742,Special beef fry,Indian,Non-Vegetarian
2743,Ragi idli,Indian,Festive
2744,Soybean salad,Indian,Vegetarian
2745,Simple Kaju Katli,Indian,Kid-Friendly
2746,Special Nam Pon,Thai,Kid-Friendly
2747,Simple Kulfi,Indian,Kid-Friendly
2748,Simple Ridge gourd chutney,Indian,Non-Vegetarian
2749,Rajma Pilaf,Indian,Vegetarian
2750,Special Onion Chicken,Indian,Non-Vegetarian
2751,Shrimp Chow Mein,Chinese,Non-Vegetarian
2752,Soya Wonder,Indian,Vegetarian
2753,Spaghetti Corn Pie,Italian,Vegetarian
2754,Simple Salted Gooseberry Pickle,Indian,Vegetarian
2755,Rice Crisps,Indian,Non-Vegetarian
2756,Safed Gosht,Indian,Kid-Friendly
2757,Rava Pulihora,Indian,Festive
2758,Special Khandvi,Indian,Vegetarian
2759,Soya Strawberry Ice-Cream,Indian,Kid-Friendly
2760,Satrangi Sandwich,Indian,Kid-Friendly
2761,Ranith Gada (Fish Curry),Indian,Festive
2762,Sago Soup,Indian,Kid-Friendly
2763,Sassy Tomato Rice,Indian,Vegetarian
2764,Sizzling Spinach Paratha,Indian,Vegetarian
2765,Rizala,Indian,Kid-Friendly
2766,Soya bean-Capsicum curry,Indian,Vegetarian
2767,Ridge Gourd Chutney with Coconut,Indian,Vegetarian
2768,Shortbread Tower,American,Kid-Friendly
2769,Sizzling Suva Channa Kadhi,Indian,Vegetarian
2770,Simple Green Chicken,Indian,Non-Vegetarian
2771,Simple Fried Masala Fish,Indian,Non-Vegetarian
2772,Simple Chilli-Paneer,Indian,Festive
2773,Ragi Laddoo,Indian,Kid-Friendly
2774,Special Onion Pickle,Indian,Vegetarian
2775,Rice Kurmuras,Indian,Vegetarian
2776,Simple Kolhapuri Chicken Curry,Indian,Non-Vegetarian
2777,Rava Sheera,Indian,Vegetarian
2778,Saucy chicken,Continental,Non-Vegetarian
2779,Savoury Pankies,Indian,Kid-Friendly
2780,Soya Bean curry,Indian,Vegetarian
2781,Rajma with Coconut,Indian,Kid-Friendly
2782,Shark Fish Pickle,Indian,Festive
2783,Simple Aloo Tikki,Indian,Vegetarian
2784,Rosemary potato,Indian,Vegetarian
2785,Soya Granule Upma,Indian,Vegetarian
2786,Ridge gourd And Onion Chutney,Indian,Non-Vegetarian
2787,Shaahi Paneer,Indian,Vegetarian
2788,Special Pudina Chicken,Indian,Non-Vegetarian
2789,Special Paal Payasam,Indian,Festive
2790,Simple Pongal,Indian,Vegetarian
2791,Simple Green Peas and Carrot Kurma,Indian,Vegetarian
2792,Shredded Carrots In Yogurt,Anglo-Indian,Vegetarian
2793,Saboodana (Sago) Khichdi,Indian,Vegetarian
2794,Sambhar (Without Coconut),Indian,Vegetarian
2795,Shrimp Baingan Bharta,Indian,Kid-Friendly
2796,Rice Kichdi,Indian,Vegetarian
2797,Rajma Coconut Stir-fry,Indian,Vegetarian
2798,Raw Papaya Relish,Indian,Vegetarian
2799,Slow chicken fry,Indian,Non-Vegetarian
2800,Rajma Galouti Kebab,Indian,Kid-Friendly
2801,Snake Gourd Raita,Indian,Vegetarian
2802,Simple Mango Rice,Indian,Festive
2803,Rawa Dosa,Indian,Vegetarian
2804,Sago Murukku,Indian,Kid-Friendly
2805,Scrambled Eggs in the Microwave,Indian,Non-Vegetarian
2806,Sambar Bhath with Barley,Asian,Vegetarian
2807,Simple Assamese Style Chicken with Turnip,Indian,Non-Vegetarian
2808,Saaru,Indian,Kid-Friendly
2809,Raspberry Quinoa Smoothie,Continental,Kid-Friendly
2810,Sizzling Stuffed Potatoes,Italian,Kid-Friendly
2811,Rava Uppu Seedai,Indian,Kid-Friendly
2812,Red Green Spinach Curry,Indian,Vegetarian
2813,Sizzling Sprouted Moong,Indian,Vegetarian
2814,Rich Plum Cake,Indian,Festive
2815,Special Onion gotsu,Indian,Vegetarian
2816,Bread sandwich with marinara and veggies,Indian,Kid-Friendly
2817,Radish paratha,Indian,Festive
2818,Banana Cake with frosting,American,Kid-Friendly
2819,Rice and Mixed Veggies Pakoda,Indian,Kid-Friendly
2820,Bake Fish,Continental,Non-Vegetarian
2821,Soya Chunks Kurma,Indian,Vegetarian
2822,Bajji Ambade,Indian,Kid-Friendly
2823,Ragi Millet vadis,Indian,Kid-Friendly
2824,Special Khaman,Indian,Vegetarian
2825,Spinach Gravy,Indian,Vegetarian
2826,Badnekai Gojju,Indian,Vegetarian
2827,Seafood Stew,Continental,Kid-Friendly
2828,Boiled egg chilli fry,Indian,Non-Vegetarian
2829,Rice and Barley Health Drink,Indian,Diet
2830,Avocado Brownies,American,Kid-Friendly
2831,Cabbage Poricha Kozhambu,Indian,Vegetarian
2832,Brain Pepper Fry,Anglo-Indian,Non-Vegetarian
2833,Scrambled Eggs,Indian,Non-Vegetarian
2834,Sizzling Tandoori Fish Tikka,Indian,Non-Vegetarian
2835,Baked Cheese Sticks,American,Non-Vegetarian
2836,Sausage Bread Rolls,Anglo-Indian,Non-Vegetarian
2837,Rajagaro Bakri,Indian,Festive
2838,Pineapple Souffle,Anglo-Indian,Festive
2839,Brinjal Thuvaiyal,Indian,Vegetarian
2840,Beef Alimore,Indian,Non-Vegetarian
2841,Festive Pineapple Pudding,Indian,Festive
2842,Aratikaya Kura,Indian,Vegetarian
2843,Sindhi Makhni Dal,Indian,Vegetarian
2844,Beetroot Kheer,Indian,Vegetarian
2845,April drink,Continental,Kid-Friendly
2846,Anglo-Indian Jackfruit Curry,Indian,Vegetarian
2847,Shrikand,Indian,Festive
2848,Bharali Vaangi (Stuffed Brinjal),Indian,Vegetarian
2849,Broccoli Thepla,Indian,Vegetarian
2850,Bisi Bele Huli Anna Masala,Indian,Vegetarian
2851,3-in-1 Mixed Vegetable,Indian,Kid-Friendly
2852,Basil Flavoured Tea,Indian,Vegetarian
2853,Butter Beans Side Dish,Anglo-Indian,Vegetarian
2854,Butter Nankhatai,Indian,Kid-Friendly
2855,Raw plantain subzi,Indian,Kid-Friendly
2856,Special Paneer-Egg Curry,Indian,Non-Vegetarian
2857,Simple Roast Chicken,Indian,Non-Vegetarian
2858,South Indian Vegetables,Indian,Vegetarian
2859,Raw Plantain (Aratikaaya) Curry,Indian,Vegetarian
2860,Santula (mixed vegetables Oriya style),Indian,Vegetarian
2861,Besan Hot Curry,Indian,Vegetarian
2862,Banh Pho Bo,Asian,Non-Vegetarian
2863,Blue Brinjal Curry,Indian,Vegetarian
2864,Beef Cutlets,Indian,Non-Vegetarian
2865,Butter Chicken for Pulavs,Indian,Non-Vegetarian
2866,Bread Seasoned,American,Vegetarian
2867,Cabbage Besan,Indian,Vegetarian
2868,Tangy Idli Chaat,Indian,Kid-Friendly
2869,Bread bonda,Indian,Festive
2870,South Indian Machuri,Indian,Vegetarian
2871,Black Masala Kichidi,Indian,Vegetarian
2872,Arbi Patties,Indian,Festive
2873,Baigan Masala,Indian,Kid-Friendly
2874,Chicken And White Sauce Cutlet,Indian,Non-Vegetarian
2875,Banana Custard,Indian,Vegetarian
2876,Apple Spice Cake,Continental,Festive
2877,Bread and Corn Supreme,Indian,Kid-Friendly
2878,Egg Vindaloo,Indian,Non-Vegetarian
2879,Appams with mutton stew,Indian,Non-Vegetarian
2880,Bake Potatoes With Garlic Cream Cheese,Indian,Vegetarian
2881,Mulligatawny Soup,Anglo-Indian,Non-Vegetarian
2882,Beef kheema Cutlets,Asian,Non-Vegetarian
2883,Beef Steak Fried,Asian,Non-Vegetarian
2884,Bitter Gourd Kosumbari,Indian,Vegetarian
2885,Beetroot pulao,Indian,Vegetarian
2886,Baghara Baingan,Indian,Kid-Friendly
2887,Milagu rasam,Indian,Vegetarian
2888,Bihari Seekh Kababs,Indian,Non-Vegetarian
2889,Cabinet Pudding,Anglo-Indian,Festive
2890,Zucchini Poricha Kootu,Indian,Vegetarian
2891,Badhushah,Indian,Kid-Friendly
2892,Basbousa,Mediterranean,Non-Vegetarian
2893,Zesty Tomato Rice with Peanuts,Indian,Vegetarian
2894,Buttered Corn Cobs with Dried Herbs,American,Vegetarian
2895,Appalam Vathal Kuzhambu,Indian,Vegetarian
2896,Black Eyed Bean Masala,Indian,Non-Vegetarian
2897,Boneless Spicy Chilli Chicken 65,Indian,Non-Vegetarian
2898,Beans Burgers,Continental,Kid-Friendly
2899,Cabbage Roti,Indian,Vegetarian
2900,Banana Kaju Halwa,Indian,Kid-Friendly
2901,Brinjal Roast,Indian,Vegetarian
2902,Biscuit Ice Cream Sandwiches,American,Vegetarian
2903,Banana and Curd Salad,Indian,Vegetarian
2904,Cappuccino Classic,Continental,Kid-Friendly
2905,Asparagus Sabzi,Indian,Vegetarian
2906,Bhindi-Dahi Masala,Indian,Kid-Friendly
2907,Bake Mushroom,Asian,Vegetarian
2908,Barbeque Chicken on the Grill,American,Non-Vegetarian
2909,Angaya Powder,Indian,Vegetarian
2910,Bhavnagari Gathiya,Indian,Vegetarian
2911,Butter Chicken Masala,Indian,Non-Vegetarian
2912,Brinjal with Prawns,Chinese,Non-Vegetarian
2913,Besan ki Chakki,Indian,Kid-Friendly
2914,Spring Rolls,Indian,Kid-Friendly
2915,Fish croquettes,Indian,Non-Vegetarian
2916,Besan Parantha,Indian,Kid-Friendly
2917,Bruschetta With Tomato And Basil,Italian,Vegetarian
2918,Ash Gourd Burfi,Indian,Festive
2919,Bread Tits Bits,Continental,Kid-Friendly
2920,Bhindi Masala Gravy,Indian,Vegetarian
2921,Bitter Gourd Curry with coconut,Indian,Vegetarian
2922,Pomfret Curry,Indian,Festive
2923,Avocado-coconut curry,Indian,Kid-Friendly
2924,Aloo moongfali,Indian,Vegetarian
2925,Zesty pepper Chicken,Indian,Non-Vegetarian
2926,Amaranth Leaves Vada - Tambidi Bajji Ambado,Indian,Vegetarian
2927,Badami Saagu,Indian,Vegetarian
2928,Bengal Shrimp curry,Anglo-Indian,Non-Vegetarian
2929,Bottle Gourd Subzi,Indian,Vegetarian
2930,Buttery Badushah Delight,Indian,Festive
2931,Badam ki barfi,Indian,Vegetarian
2932,Bake Aloo-Jeera,Indian,Vegetarian
2933,Spicy Brinjal Curry,Indian,Vegetarian
2934,Basic Bread Pudding,Indian,Kid-Friendly
2935,Aloo-Methi Rajwada,Indian,Vegetarian
2936,Spicy Roti,Indian,Vegetarian
2937,Methi Paneer,Indian,Vegetarian
2938,Zucchini and Capsicum Salad,Indian,Vegetarian
2939,Indian Gundruk and Sinki Soup,Indian,Vegetarian
2940,Kolkata Doi Potol,Indian,Vegetarian
2941,Arrowroot Biscuit Halwa,Indian,Kid-Friendly
2942,Brinjal Dry Dish,Indian,Vegetarian
2943,Besan Laddoo (Maharashtrian style),Indian,Festive
2944,Banana Fritters with Butter Scotch Sauce,Continental,Kid-Friendly
2945,Burfi,Indian,Festive
2946,Apple and plum crumble,English,Vegetarian
2947,Cabbage Sanna Appo (kuzhipaniyaram),Indian,Vegetarian
2948,Madgane,Indian,Festive
2949,Bread and Egg Scramble,Indian,Non-Vegetarian
2950,Black eyed beans or mocchakottai kootu,Indian,Vegetarian
2951,Asparagus Salad,Indian,Vegetarian
2952,Beef Curry,Indian,Non-Vegetarian
2953,Tangy Cabbage Adai,Indian,Vegetarian
2954,Ragi Dosa,Indian,Kid-Friendly
2955,Zucchini Channa dal,Indian,Vegetarian
2956,Baigan dahi vada,Indian,Kid-Friendly
2957,Badam sweet,Indian,Kid-Friendly
2958,Mixed Veg Korma,Indian,Vegetarian
2959,Brinjal coconut curry,Indian,Kid-Friendly
2960,Black bean burritto,Mexican,Vegetarian
2961,Cabbage Uthappam,Indian,Vegetarian
2962,Bread Nutri Cutlet,Indian,Vegetarian
2963,Avocado Tricolour Salad,Indian,Kid-Friendly
2964,Brinjal Puliyita kootu,Indian,Vegetarian
2965,Patholi,Indian,Kid-Friendly
2966,Rosetta Rolls,Continental,Vegetarian
2967,"Roasted Tomato, Pineapple & Coriander Salsa",Indian,Vegetarian
2968,Shahi tukda with badam milk,Indian,Kid-Friendly
2969,Simple Bread Poha,Indian,Kid-Friendly
2970,Salad wraps,Indian,Vegetarian
2971,Batate Coconut,Indian,Vegetarian
2972,Rajma in Coconut Gravy,Indian,Kid-Friendly
2973,Brinjal and Peas curry,Indian,Vegetarian
2974,Rasam Veppambu,Indian,Vegetarian
2975,Shankarpale,Indian,Kid-Friendly
2976,Samosa Roll,Indian,Vegetarian
2977,Special Pedhas,Indian,Festive
2978,Shahi Methi Rajma,Indian,Vegetarian
2979,Shredded Chicken Club sandwich,Indian,Kid-Friendly
2980,Set Dosa,Indian,Kid-Friendly
2981,Rameswaram Kootu,Indian,Kid-Friendly
2982,Savoury Rounds with Roasted Corn and Capsicum Filling,Indian,Vegetarian
2983,Raspberry Truffle,Continental,Kid-Friendly
2984,Rice Cake,Indian,Vegetarian
2985,Special Mysore Pak Dessert,Indian,Festive
2986,Shahi Chidwa,Indian,Kid-Friendly
2987,Rava Dosa Recipe,Indian,Festive
2988,Ren's Pan-Broiled Steak:,Indian,Non-Vegetarian
2989,Rice Flakes Chaat,Indian,Vegetarian
2990,Special Marble Cake,American,Kid-Friendly
2991,Slooshy Veggie Wraps,Indian,Kid-Friendly
2992,Simple and Plain Potato Raita,Indian,Kid-Friendly
2993,Besan Laddoo with Cashewnuts,Indian,Festive
2994,Shahi Parathas,Indian,Festive
2995,Rich Butter Chicken,Indian,Non-Vegetarian
2996,Semolina Coconut Pudding,Asian,Festive
2997,Special Orange Cake,Indian,Festive
2998,Shahi Spinach Ke Gole,Indian,Vegetarian
2999,Rassewale Aloo Ki Sabzi,Indian,Vegetarian
